delta,pval_base,pval,setting,gap
0.0,0.08,0.06,df1,0.020000000000000004
0.02,0.02,0.02,df1,0.0
0.04,0.06,0.06,df1,0.0
0.06,0.06,0.06,df1,0.0
0.08,0.14,0.1,df1,0.04000000000000001
0.1,0.16,0.16,df1,0.0
0.12,0.18,0.24,df1,-0.06
0.14,0.36,0.3,df1,0.06
0.16,0.42,0.52,df1,-0.10000000000000003
0.18,0.5,0.62,df1,-0.12
0.2,0.62,0.68,df1,-0.06000000000000005
0.22,0.72,0.78,df1,-0.06000000000000005
0.24,0.8,0.86,df1,-0.05999999999999994
0.26,0.86,0.88,df1,-0.020000000000000018
0.28,0.96,1.0,df1,-0.040000000000000036
0.3,1.0,1.0,df1,0.0
0.32,1.0,1.0,df1,0.0
0.34,1.0,1.0,df1,0.0
0.36,1.0,1.0,df1,0.0
0.38,1.0,1.0,df1,0.0
0.4,1.0,1.0,df1,0.0
0.0,0.08,0.06,df2,0.020000000000000004
0.02,0.1,0.12,df2,-0.01999999999999999
0.04,0.18,0.16,df2,0.01999999999999999
0.06,0.1,0.02,df2,0.08
0.08,0.18,0.14,df2,0.03999999999999998
0.1,0.12,0.1,df2,0.01999999999999999
0.12,0.18,0.18,df2,0.0
0.14,0.12,0.16,df2,-0.04000000000000001
0.16,0.42,0.48,df2,-0.06
0.18,0.3,0.38,df2,-0.08000000000000002
0.2,0.32,0.44,df2,-0.12
0.22,0.38,0.54,df2,-0.16000000000000003
0.24,0.64,0.66,df2,-0.020000000000000018
0.26,0.6,0.68,df2,-0.08000000000000007
0.28,0.7,0.7,df2,0.0
0.3,0.82,0.84,df2,-0.020000000000000018
0.32,0.68,0.84,df2,-0.15999999999999992
0.34,0.86,0.92,df2,-0.06000000000000005
0.36,0.88,0.9,df2,-0.020000000000000018
0.38,0.88,0.94,df2,-0.05999999999999994
0.4,0.92,0.96,df2,-0.039999999999999925
0.0,0.06,0.06,df3,0.0
0.025,0.02,0.08,df3,-0.06
0.05,0.14,0.14,df3,0.0
0.07500000000000001,0.06,0.1,df3,-0.04000000000000001
0.1,0.08,0.1,df3,-0.020000000000000004
0.125,0.02,0.02,df3,0.0
0.15000000000000002,0.12,0.1,df3,0.01999999999999999
0.17500000000000002,0.18,0.16,df3,0.01999999999999999
0.2,0.16,0.1,df3,0.06
0.225,0.1,0.1,df3,0.0
0.25,0.14,0.08,df3,0.06000000000000001
0.275,0.14,0.14,df3,0.0
0.30000000000000004,0.12,0.18,df3,-0.06
0.325,0.2,0.14,df3,0.06
0.35000000000000003,0.18,0.08,df3,0.09999999999999999
0.375,0.1,0.14,df3,-0.04000000000000001
0.4,0.2,0.14,df3,0.06
0.42500000000000004,0.26,0.06,df3,0.2
0.45,0.16,0.12,df3,0.04000000000000001
0.47500000000000003,0.24,0.14,df3,0.09999999999999998
0.5,0.16,0.06,df3,0.1
