delta,pval_base,pval,setting,gap
0.0,0.1,0.1,df1,0.0
0.04,0.06,0.1,df1,-0.04000000000000001
0.08,0.1,0.1,df1,0.0
0.12,0.02,0.04,df1,-0.02
0.16,0.14,0.08,df1,0.06000000000000001
0.2,0.1,0.1,df1,0.0
0.24,0.18,0.16,df1,0.01999999999999999
0.28,0.24,0.12,df1,0.12
0.32,0.16,0.14,df1,0.01999999999999999
0.36,0.34,0.22,df1,0.12000000000000002
0.4,0.34,0.2,df1,0.14
0.44,0.42,0.3,df1,0.12
0.48,0.48,0.34,df1,0.13999999999999996
0.52,0.5,0.24,df1,0.26
0.56,0.66,0.42,df1,0.24000000000000005
0.6,0.72,0.44,df1,0.27999999999999997
0.64,0.74,0.44,df1,0.3
0.68,0.78,0.52,df1,0.26
0.72,0.84,0.58,df1,0.26
0.76,0.94,0.62,df1,0.31999999999999995
0.8,0.96,0.54,df1,0.41999999999999993
0.0,0.1,0.1,df2,0.0
0.04,0.06,0.04,df2,0.019999999999999997
0.08,0.12,0.1,df2,0.01999999999999999
0.12,0.12,0.08,df2,0.039999999999999994
0.16,0.08,0.06,df2,0.020000000000000004
0.2,0.14,0.1,df2,0.04000000000000001
0.24,0.12,0.06,df2,0.06
0.28,0.2,0.14,df2,0.06
0.32,0.22,0.14,df2,0.07999999999999999
0.36,0.2,0.08,df2,0.12000000000000001
0.4,0.22,0.16,df2,0.06
0.44,0.24,0.12,df2,0.12
0.48,0.34,0.28,df2,0.06
0.52,0.36,0.28,df2,0.07999999999999996
0.56,0.28,0.2,df2,0.08000000000000002
0.6,0.46,0.22,df2,0.24000000000000002
0.64,0.36,0.18,df2,0.18
0.68,0.38,0.26,df2,0.12
0.72,0.5,0.28,df2,0.21999999999999997
0.76,0.54,0.34,df2,0.2
0.8,0.54,0.36,df2,0.18000000000000005
0.0,0.1,0.08,df3,0.020000000000000004
0.05,0.12,0.08,df3,0.039999999999999994
0.1,0.14,0.1,df3,0.04000000000000001
0.15000000000000002,0.12,0.08,df3,0.039999999999999994
0.2,0.16,0.16,df3,0.0
0.25,0.5,0.54,df3,-0.040000000000000036
0.30000000000000004,0.58,0.54,df3,0.039999999999999925
0.35000000000000003,0.76,0.78,df3,-0.020000000000000018
0.4,0.94,0.9,df3,0.039999999999999925
0.45,0.98,1.0,df3,-0.020000000000000018
0.5,0.98,0.98,df3,0.0
0.55,1.0,1.0,df3,0.0
0.6000000000000001,1.0,1.0,df3,0.0
0.65,1.0,1.0,df3,0.0
0.7000000000000001,1.0,1.0,df3,0.0
0.75,1.0,1.0,df3,0.0
0.8,1.0,1.0,df3,0.0
0.8500000000000001,1.0,1.0,df3,0.0
0.9,1.0,1.0,df3,0.0
0.9500000000000001,1.0,1.0,df3,0.0
1.0,1.0,1.0,df3,0.0
